label,source_folder,video_name,npz_name,total_frames,detected_frames,detection_ratio,status
AA_long,AA_long_new,AA_long_0104.avi,AA_long_0104.npz,55,55,1.0000,good
AA_long,AA_long_new,AA_long_0105.avi,AA_long_0105.npz,50,50,1.0000,good
AA_long,AA_long_new,AA_long_0106.avi,AA_long_0106.npz,55,55,1.0000,good
AA_long,AA_long_new,AA_long_0107.avi,AA_long_0107.npz,49,49,1.0000,good
AA_long,AA_long_new,AA_long_0108.avi,AA_long_0108.npz,69,69,1.0000,good
AA_long,AA_long_new,AA_long_0109.avi,AA_long_0109.npz,65,65,1.0000,good
AA_long,AA_long_new,AA_long_0110.avi,AA_long_0110.npz,56,56,1.0000,good
AA_long,AA_long_new,AA_long_0111.avi,AA_long_0111.npz,59,59,1.0000,good
AA_long,AA_long_new,AA_long_0112.avi,AA_long_0112.npz,54,54,1.0000,good
AA_long,AA_long_new,AA_long_0113.avi,AA_long_0113.npz,48,48,1.0000,good
AA_long,AA_long_new,AA_long_0114.avi,AA_long_0114.npz,50,50,1.0000,good
AA_long,AA_long_new,AA_long_0115.avi,AA_long_0115.npz,50,50,1.0000,good
AA_long,AA_long_new,AA_long_0116.avi,AA_long_0116.npz,61,61,1.0000,good
AA_long,AA_long_new,AA_long_0117.avi,AA_long_0117.npz,53,53,1.0000,good
AA_long,AA_long_new,AA_long_0118.avi,AA_long_0118.npz,42,42,1.0000,good
AA_long,AA_long_new,AA_long_0119.avi,AA_long_0119.npz,58,58,1.0000,good
AA_long,AA_long_new,AA_long_0120.avi,AA_long_0120.npz,57,57,1.0000,good
plane,plane_new,plane_0001.avi,plane_0001.npz,41,40,0.9756,good
plane,plane_new,plane_0002.avi,plane_0002.npz,39,39,1.0000,good
plane,plane_new,plane_0003.avi,plane_0003.npz,44,44,1.0000,good
plane,plane_new,plane_0004.avi,plane_0004.npz,34,34,1.0000,good
plane,plane_new,plane_0006.avi,plane_0006.npz,41,40,0.9756,good
plane,plane_new,plane_0007.avi,plane_0007.npz,52,52,1.0000,good
plane,plane_new,plane_0009.avi,plane_0009.npz,55,51,0.9273,good
plane,plane_new,plane_0010.avi,plane_0010.npz,50,50,1.0000,good
plane,plane_new,plane_0011.avi,plane_0011.npz,53,53,1.0000,good
plane,plane_new,plane_0012.avi,plane_0012.npz,45,45,1.0000,good
plane,plane_new,plane_0013.avi,plane_0013.npz,38,38,1.0000,good
plane,plane_new,plane_0015.avi,plane_0015.npz,44,44,1.0000,good
plane,plane_new,plane_0016.avi,plane_0016.npz,51,50,0.9804,good
plane,plane_new,plane_0017.avi,plane_0017.npz,48,46,0.9583,good
plane,plane_new,plane_0018.avi,plane_0018.npz,40,36,0.9000,good
plane,plane_new,plane_0019.avi,plane_0019.npz,51,51,1.0000,good
plane,plane_new,plane_0029.avi,plane_0029.npz,36,36,1.0000,good
plane,plane_new,plane_0036.avi,plane_0036.npz,52,52,1.0000,good
plane,plane_new,plane_0045.avi,plane_0045.npz,43,41,0.9535,good
plane,plane_new,plane_0047.avi,plane_0047.npz,56,56,1.0000,good
plane,plane_new,plane_0051.avi,plane_0051.npz,48,48,1.0000,good
plane,plane_new,plane_0052.avi,plane_0052.npz,59,59,1.0000,good
plane,plane_new,plane_0053.avi,plane_0053.npz,39,39,1.0000,good
plane,plane_new,plane_0056.avi,plane_0056.npz,43,43,1.0000,good
plane,plane_new,plane_0057.avi,plane_0057.npz,43,43,1.0000,good
plane,plane_new,plane_0058.avi,plane_0058.npz,45,45,1.0000,good
plane,plane_new,plane_0059.avi,plane_0059.npz,43,43,1.0000,good
plane,plane_new,plane_0060.avi,plane_0060.npz,46,46,1.0000,good
plane,plane_new,plane_0063.avi,plane_0063.npz,55,43,0.7818,medium
plane,plane_new,plane_0066.avi,plane_0066.npz,50,50,1.0000,good
plane,plane_new,plane_0074.avi,plane_0074.npz,47,45,0.9574,good
plane,plane_new,plane_0081.avi,plane_0081.npz,51,51,1.0000,good
plane,plane_new,plane_0081_m.avi,plane_0081_m.npz,51,51,1.0000,good
plane,plane_new,plane_0082.avi,plane_0082.npz,53,53,1.0000,good
plane,plane_new,plane_0082_m.avi,plane_0082_m.npz,53,53,1.0000,good
plane,plane_new,plane_0083.avi,plane_0083.npz,53,53,1.0000,good
plane,plane_new,plane_0083_m.avi,plane_0083_m.npz,53,53,1.0000,good
plane,plane_new,plane_0084.avi,plane_0084.npz,49,49,1.0000,good
plane,plane_new,plane_0084_m.avi,plane_0084_m.npz,49,49,1.0000,good
plane,plane_new,plane_0085.avi,plane_0085.npz,30,30,1.0000,good
plane,plane_new,plane_0085_m.avi,plane_0085_m.npz,30,30,1.0000,good
plane,plane_new,plane_0086.avi,plane_0086.npz,35,35,1.0000,good
plane,plane_new,plane_0086_m.avi,plane_0086_m.npz,35,35,1.0000,good
plane,plane_new,plane_0087.avi,plane_0087.npz,41,41,1.0000,good
plane,plane_new,plane_0087_m.avi,plane_0087_m.npz,41,41,1.0000,good
plane,plane_new,plane_0088.avi,plane_0088.npz,37,37,1.0000,good
plane,plane_new,plane_0088_m.avi,plane_0088_m.npz,52,52,1.0000,good
plane,plane_new,plane_0089.avi,plane_0089.npz,50,50,1.0000,good
plane,plane_new,plane_0089_m.avi,plane_0089_m.npz,50,50,1.0000,good
plane,plane_new,plane_0090.avi,plane_0090.npz,34,34,1.0000,good
plane,plane_new,plane_0090_m.avi,plane_0090_m.npz,50,50,1.0000,good
plane,plane_new,plane_0091.avi,plane_0091.npz,50,50,1.0000,good
plane,plane_new,plane_0092.avi,plane_0092.npz,41,41,1.0000,good
plane,plane_new,plane_0093.avi,plane_0093.npz,70,67,0.9571,good
plane,plane_new,plane_0094.avi,plane_0094.npz,42,42,1.0000,good
plane,plane_new,plane_0095.avi,plane_0095.npz,35,35,1.0000,good
plane,plane_new,plane_0096.avi,plane_0096.npz,42,42,1.0000,good
plane,plane_new,plane_0097.avi,plane_0097.npz,46,46,1.0000,good
plane,plane_new,plane_0098.avi,plane_0098.npz,49,49,1.0000,good
plane,plane_new,plane_0099.avi,plane_0099.npz,54,54,1.0000,good
plane,plane_new,plane_0100.avi,plane_0100.npz,52,52,1.0000,good
plane,plane_new,plane_0101.avi,plane_0101.npz,42,42,1.0000,good
plane,plane_new,plane_0101_m.avi,plane_0101_m.npz,42,40,0.9524,good
plane,plane_new,plane_0102.avi,plane_0102.npz,52,52,1.0000,good
plane,plane_new,plane_0102_m.avi,plane_0102_m.npz,58,58,1.0000,good
plane,plane_new,plane_0103.avi,plane_0103.npz,40,40,1.0000,good
plane,plane_new,plane_0103_m.avi,plane_0103_m.npz,40,40,1.0000,good
plane,plane_new,plane_0104.avi,plane_0104.npz,54,54,1.0000,good
plane,plane_new,plane_0104_m.avi,plane_0104_m.npz,54,54,1.0000,good
plane,plane_new,plane_0105.avi,plane_0105.npz,54,54,1.0000,good
plane,plane_new,plane_0105_m.avi,plane_0105_m.npz,54,54,1.0000,good
plane,plane_new,plane_0106.avi,plane_0106.npz,55,55,1.0000,good
plane,plane_new,plane_0106_m.avi,plane_0106_m.npz,55,55,1.0000,good
plane,plane_new,plane_0107.avi,plane_0107.npz,47,47,1.0000,good
plane,plane_new,plane_0107_m.avi,plane_0107_m.npz,47,47,1.0000,good
plane,plane_new,plane_0108.avi,plane_0108.npz,43,43,1.0000,good
plane,plane_new,plane_0108_m.avi,plane_0108_m.npz,43,43,1.0000,good
plane,plane_new,plane_0109.avi,plane_0109.npz,41,41,1.0000,good
plane,plane_new,plane_0109_m.avi,plane_0109_m.npz,41,41,1.0000,good
plane,plane_new,plane_0110.avi,plane_0110.npz,49,49,1.0000,good
plane,plane_new,plane_0110_m.avi,plane_0110_m.npz,49,45,0.9184,good
plane,plane_new,plane_0111.avi,plane_0111.npz,42,42,1.0000,good
plane,plane_new,plane_0112.avi,plane_0112.npz,42,42,1.0000,good
plane,plane_new,plane_0113.avi,plane_0113.npz,40,40,1.0000,good
plane,plane_new,plane_0114.avi,plane_0114.npz,49,49,1.0000,good
plane,plane_new,plane_0115.avi,plane_0115.npz,56,56,1.0000,good
plane,plane_new,plane_0116.avi,plane_0116.npz,53,53,1.0000,good
plane,plane_new,plane_0117.avi,plane_0117.npz,48,48,1.0000,good
plane,plane_new,plane_0118.avi,plane_0118.npz,42,42,1.0000,good
plane,plane_new,plane_0119.avi,plane_0119.npz,55,55,1.0000,good
plane,plane_new,plane_0120.avi,plane_0120.npz,46,46,1.0000,good
plane,plane_new,plane_0121.avi,plane_0121.npz,39,39,1.0000,good
plane,plane_new,plane_0122.avi,plane_0122.npz,41,41,1.0000,good
plane,plane_new,plane_0123.avi,plane_0123.npz,29,29,1.0000,good
plane,plane_new,plane_0124.avi,plane_0124.npz,41,41,1.0000,good
plane,plane_new,plane_0125.avi,plane_0125.npz,44,44,1.0000,good
plane,plane_new,plane_0126.avi,plane_0126.npz,37,37,1.0000,good
plane,plane_new,plane_0127.avi,plane_0127.npz,33,33,1.0000,good
plane,plane_new,plane_0128.avi,plane_0128.npz,33,33,1.0000,good
plane,plane_new,plane_0129.avi,plane_0129.npz,32,32,1.0000,good
plane,plane_new,plane_0130.avi,plane_0130.npz,49,49,1.0000,good
plane,plane_new,plane_0131.avi,plane_0131.npz,44,44,1.0000,good
plane,plane_new,plane_0132.avi,plane_0132.npz,36,36,1.0000,good
plane,plane_new,plane_0133.avi,plane_0133.npz,39,39,1.0000,good
plane,plane_new,plane_0134.avi,plane_0134.npz,39,39,1.0000,good
plane,plane_new,plane_0135.avi,plane_0135.npz,34,34,1.0000,good
plane,plane_new,plane_0136.avi,plane_0136.npz,32,32,1.0000,good
plane,plane_new,plane_0137.avi,plane_0137.npz,43,43,1.0000,good
plane,plane_new,plane_0138.avi,plane_0138.npz,40,40,1.0000,good
plane,plane_new,plane_0139.avi,plane_0139.npz,41,41,1.0000,good
plane,plane_new,plane_0140.avi,plane_0140.npz,50,50,1.0000,good
plane,plane_new,plane_0141.avi,plane_0141.npz,44,44,1.0000,good
plane,plane_new,plane_0142.avi,plane_0142.npz,46,46,1.0000,good
plane,plane_new,plane_0143.avi,plane_0143.npz,41,41,1.0000,good
plane,plane_new,plane_0144.avi,plane_0144.npz,34,34,1.0000,good
plane,plane_new,plane_0145.avi,plane_0145.npz,54,54,1.0000,good
plane,plane_new,plane_0146.avi,plane_0146.npz,38,38,1.0000,good
plane,plane_new,plane_0147.avi,plane_0147.npz,37,37,1.0000,good
plane,plane_new,plane_0148.avi,plane_0148.npz,41,41,1.0000,good
plane,plane_new,plane_0149.avi,plane_0149.npz,39,39,1.0000,good
U,U,U_0001.avi,U_0001.npz,121,121,1.0000,good
U,U,U_0002.avi,U_0002.npz,121,121,1.0000,good
U,U,U_0003.avi,U_0003.npz,121,121,1.0000,good
U,U,U_0004.avi,U_0004.npz,121,121,1.0000,good
U,U,U_0005.avi,U_0005.npz,121,121,1.0000,good
U,U,U_0006.avi,U_0006.npz,121,121,1.0000,good
U,U,U_0007.avi,U_0007.npz,121,121,1.0000,good
U,U,U_0008.avi,U_0008.npz,121,121,1.0000,good
U,U,U_0009.avi,U_0009.npz,122,122,1.0000,good
